city,year,weekofyear,total_cases
iq,2011,4,9
iq,2011,5,5
iq,2011,6,3
iq,2011,7,1
iq,2011,8,4
iq,2011,9,7
iq,2011,10,2
iq,2011,11,3
iq,2011,12,6
iq,2011,13,1
iq,2011,14,3
iq,2011,15,2
iq,2011,16,1
iq,2011,17,0
iq,2011,18,1
iq,2011,19,0
iq,2011,20,2
iq,2011,21,0
iq,2011,22,2
iq,2011,23,0
iq,2011,24,0
iq,2011,25,0
iq,2011,26,1
iq,2011,27,2
iq,2011,28,2
iq,2011,29,1
iq,2011,30,3
iq,2011,31,1
iq,2011,32,2
iq,2011,33,4
iq,2011,34,1
iq,2011,35,2
iq,2011,36,2
iq,2011,37,6
iq,2011,38,0
iq,2011,39,1
iq,2011,40,1
iq,2011,41,4
iq,2011,42,5
iq,2011,43,4
iq,2011,44,6
iq,2011,45,3
iq,2011,46,1
iq,2011,47,2
iq,2011,48,7
iq,2011,49,6
iq,2011,50,6
iq,2011,51,3
iq,2012,52,4
iq,2012,1,9
iq,2012,2,12
iq,2012,3,12
iq,2012,4,6
iq,2012,5,10
iq,2012,6,4
iq,2012,7,2
iq,2012,8,16
iq,2012,9,3
iq,2012,10,10
iq,2012,11,2
iq,2012,12,3
iq,2012,13,6
iq,2012,14,2
iq,2012,15,4
iq,2012,16,3
iq,2012,17,2
iq,2012,18,6
iq,2012,19,1
iq,2012,20,2
iq,2012,21,2
iq,2012,22,3
iq,2012,23,4
iq,2012,24,6
iq,2012,25,5
iq,2012,26,4
iq,2012,27,1
iq,2012,28,2
iq,2012,29,3
iq,2012,30,4
iq,2012,31,4
iq,2012,32,10
iq,2012,33,5
iq,2012,34,4
iq,2012,35,5
iq,2012,36,6
iq,2012,37,6
iq,2012,38,7
iq,2012,39,5
iq,2012,40,6
iq,2012,41,7
iq,2012,42,5
iq,2012,43,4
iq,2012,44,9
iq,2012,45,7
iq,2012,46,3
iq,2012,47,6
iq,2012,48,10
iq,2012,49,11
iq,2012,50,5
iq,2012,51,2
iq,2013,1,11
iq,2013,2,7
iq,2013,3,10
iq,2013,4,16
iq,2013,5,3
iq,2013,6,9
iq,2013,7,8
iq,2013,8,8
iq,2013,9,8
iq,2013,10,12
iq,2013,11,8
iq,2013,12,12
iq,2013,13,13
iq,2013,14,12
iq,2013,15,6
iq,2013,16,4
iq,2013,17,5
iq,2013,18,8
iq,2013,19,8
iq,2013,20,6
iq,2013,21,3
iq,2013,22,5
iq,2013,23,5
iq,2013,24,3
iq,2013,25,2
iq,2013,26,4
