city,year,weekofyear,total_cases
sj,2011,42,41
sj,2011,43,35
sj,2011,44,17
sj,2011,45,39
sj,2011,46,30
sj,2011,47,34
sj,2011,48,35
sj,2011,49,15
sj,2011,50,46
sj,2011,51,44
sj,2012,52,20
sj,2012,1,15
sj,2012,2,16
sj,2012,3,16
sj,2012,4,17
sj,2012,5,14
sj,2012,6,12
sj,2012,7,11
sj,2012,8,11
sj,2012,9,10
sj,2012,10,9
sj,2012,11,8
sj,2012,12,29
sj,2012,13,17
sj,2012,14,24
sj,2012,15,19
sj,2012,16,17
sj,2012,17,7
sj,2012,18,9
sj,2012,19,12
sj,2012,20,23
sj,2012,21,26
sj,2012,22,34
sj,2012,23,17
sj,2012,24,22
sj,2012,25,25
sj,2012,26,22
sj,2012,27,24
sj,2012,28,26
sj,2012,29,20
sj,2012,30,34
sj,2012,31,25
sj,2012,32,35
sj,2012,33,32
sj,2012,34,42
sj,2012,35,35
sj,2012,36,44
sj,2012,37,76
sj,2012,38,28
sj,2012,39,26
sj,2012,40,81
sj,2012,41,57
sj,2012,42,53
sj,2012,43,42
sj,2012,44,44
sj,2012,45,43
sj,2012,46,46
sj,2012,47,25
sj,2012,48,54
sj,2012,49,43
sj,2012,50,34
sj,2012,51,14
sj,2013,1,90
sj,2013,2,19
sj,2013,3,16
sj,2013,4,15
sj,2013,5,14
sj,2013,6,13
sj,2013,7,14
sj,2013,8,11
sj,2013,9,12
sj,2013,10,9
sj,2013,11,7
sj,2013,12,7
sj,2013,13,6
sj,2013,14,6
sj,2013,15,11
sj,2013,16,12
sj,2013,17,11
iq,2010,26,13
iq,2010,27,4
iq,2010,28,4
iq,2010,29,4
iq,2010,30,4
iq,2010,31,5
iq,2010,32,6
iq,2010,33,4
iq,2010,34,5
iq,2010,35,5
iq,2010,36,5
iq,2010,37,5
iq,2010,38,5
iq,2010,39,7
iq,2010,40,28
iq,2010,41,6
iq,2010,42,28
iq,2010,43,5
iq,2010,44,10
iq,2010,45,10
iq,2010,46,56
iq,2010,47,13
iq,2010,48,7
iq,2010,49,42
iq,2010,50,7
iq,2010,51,5
iq,2011,52,4
iq,2011,1,5
iq,2011,2,8
iq,2011,3,5
iq,2011,4,4
iq,2011,5,4
iq,2011,6,4
iq,2011,7,11
iq,2011,8,14
iq,2011,9,15
iq,2011,10,7
iq,2011,11,8
iq,2011,12,12
iq,2011,13,9
iq,2011,14,12
iq,2011,15,8
iq,2011,16,6
iq,2011,17,9
iq,2011,18,11
iq,2011,19,6
iq,2011,20,8
iq,2011,21,2
iq,2011,22,3
iq,2011,23,3
iq,2011,24,5
iq,2011,25,3
iq,2011,26,3
iq,2011,27,20
iq,2011,28,3
iq,2011,29,5
iq,2011,30,5
iq,2011,31,5
iq,2011,32,4
iq,2011,33,4
iq,2011,34,4
iq,2011,35,6
iq,2011,36,6
iq,2011,37,4
iq,2011,38,4
iq,2011,39,12
iq,2011,40,4
iq,2011,41,7
iq,2011,42,3
iq,2011,43,4
iq,2011,44,6
iq,2011,45,6
iq,2011,46,25
iq,2011,47,10
iq,2011,48,7
iq,2011,49,7
iq,2011,50,7
iq,2011,51,13
iq,2012,52,16
iq,2012,1,8
iq,2012,2,8
iq,2012,3,21
iq,2012,4,16
iq,2012,5,14
iq,2012,6,10
iq,2012,7,5
iq,2012,8,13
iq,2012,9,11
iq,2012,10,13
iq,2012,11,9
iq,2012,12,8
iq,2012,13,8
iq,2012,14,6
iq,2012,15,6
iq,2012,16,7
iq,2012,17,9
iq,2012,18,7
iq,2012,19,3
iq,2012,20,4
iq,2012,21,4
iq,2012,22,6
iq,2012,23,4
iq,2012,24,4
iq,2012,25,4
iq,2012,26,8
iq,2012,27,4
iq,2012,28,4
iq,2012,29,2
iq,2012,30,6
iq,2012,31,4
iq,2012,32,5
iq,2012,33,7
iq,2012,34,5
iq,2012,35,4
iq,2012,36,4
iq,2012,37,5
iq,2012,38,5
iq,2012,39,6
iq,2012,40,5
iq,2012,41,4
iq,2012,42,4
iq,2012,43,21
iq,2012,44,5
iq,2012,45,6
iq,2012,46,7
iq,2012,47,7
iq,2012,48,7
iq,2012,49,7
iq,2012,50,16
iq,2012,51,6
iq,2013,1,9
iq,2013,2,8
iq,2013,3,10
iq,2013,4,8
iq,2013,5,15
iq,2013,6,11
iq,2013,7,8
iq,2013,8,7
iq,2013,9,6
iq,2013,10,6
iq,2013,11,7
iq,2013,12,12
iq,2013,13,8
iq,2013,14,7
iq,2013,15,7
iq,2013,16,9
iq,2013,17,7
iq,2013,18,7
iq,2013,19,4
iq,2013,20,4
iq,2013,21,5
iq,2013,22,3
iq,2013,23,7
iq,2013,24,6
iq,2013,25,4
iq,2013,26,4
