city,year,weekofyear,week_start_date,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,month,rolling_sum_precipitation_amt_mm,rolling_sum_reanalysis_sat_precip_amt_mm,rolling_sum_station_precip_mm,rolling_avg_ndvi_ne,rolling_avg_ndvi_nw,rolling_avg_ndvi_se,rolling_avg_ndvi_sw,rolling_avg_reanalysis_air_temp_k,rolling_avg_reanalysis_avg_temp_k,rolling_avg_reanalysis_dew_point_temp_k,rolling_avg_reanalysis_max_air_temp_k,rolling_avg_reanalysis_min_air_temp_k,rolling_avg_reanalysis_precip_amt_kg_per_m2,rolling_avg_reanalysis_relative_humidity_percent,rolling_avg_reanalysis_specific_humidity_g_per_kg,rolling_avg_reanalysis_tdtr_k,rolling_avg_station_avg_temp_c,rolling_avg_station_diur_temp_rng_c,rolling_avg_station_max_temp_c,rolling_avg_station_min_temp_c,lag_1_precipitation_amt_mm,lag_2_precipitation_amt_mm,lag_1_reanalysis_sat_precip_amt_mm,lag_2_reanalysis_sat_precip_amt_mm,lag_1_station_precip_mm,lag_2_station_precip_mm,lag_1_ndvi_ne,lag_2_ndvi_ne,lag_1_ndvi_nw,lag_2_ndvi_nw,lag_1_ndvi_se,lag_2_ndvi_se,lag_1_ndvi_sw,lag_2_ndvi_sw,lag_1_reanalysis_air_temp_k,lag_2_reanalysis_air_temp_k,lag_1_reanalysis_avg_temp_k,lag_2_reanalysis_avg_temp_k,lag_1_reanalysis_dew_point_temp_k,lag_2_reanalysis_dew_point_temp_k,lag_1_reanalysis_max_air_temp_k,lag_2_reanalysis_max_air_temp_k,lag_1_reanalysis_min_air_temp_k,lag_2_reanalysis_min_air_temp_k,lag_1_reanalysis_precip_amt_kg_per_m2,lag_2_reanalysis_precip_amt_kg_per_m2,lag_1_reanalysis_relative_humidity_percent,lag_2_reanalysis_relative_humidity_percent,lag_1_reanalysis_specific_humidity_g_per_kg,lag_2_reanalysis_specific_humidity_g_per_kg,lag_1_reanalysis_tdtr_k,lag_2_reanalysis_tdtr_k,lag_1_station_avg_temp_c,lag_2_station_avg_temp_c,lag_1_station_diur_temp_rng_c,lag_2_station_diur_temp_rng_c,lag_1_station_max_temp_c,lag_2_station_max_temp_c,lag_1_station_min_temp_c,lag_2_station_min_temp_c
sj,1990,28,1990-07-09,0.192875,0.08235,0.1919429,0.1529286,22.27,299.512857143,299.592857143,296.041428571,301.8,298.0,43.72,81.4671428571,22.27,17.4185714286,2.15714285714,27.5571428571,7.15714285714,31.7,21.7,63.7,7,55.99999999999997,55.99999999999997,85.9,0.13259166666666666,0.11669166666666668,0.1593992,0.15969843333333336,299.7485714286668,299.8095238096665,296.35714285700004,302.06666666666666,298.13333333333327,36.54333333333333,81.83904761903334,17.76,2.019047619046667,28.071428571433344,7.019047619046666,33.16666666666666,22.966666666666665,14.41,19.32,14.41,19.32,1.1,21.1,0.10245,0.10245,0.12155,0.146175,0.16068329999999997,0.1255714,0.20256670000000002,0.1236,300.154285714,299.578571429,300.278571429,299.55714285700003,296.651428571,296.37857142900003,302.3,302.1,298.7,297.7,28.4,37.51,81.2814285714,82.7685714286,18.071428571400002,17.79,2.01428571429,1.8857142857099998,28.3285714286,28.3285714286,6.514285714290001,7.385714285710001,33.9,33.9,24.4,22.8
sj,1990,29,1990-07-16,0.2916,0.2118,0.3012,0.2806667,59.17,299.667142857,299.75,296.33428571400003,302.0,297.3,40.9,82.1442857143,59.17,17.7371428571,2.41428571429,28.1285714286,6.9,32.8,23.9,12.2,7,95.84999999999997,95.84999999999997,77.0,0.19564166666666669,0.13856666666666667,0.21794206666666668,0.212054,299.77809523800016,299.8738095239998,296.34238095200004,302.03333333333325,297.99999999999994,37.67333333333334,81.63095238093332,17.74238095236667,2.19523809524,28.004761904766678,6.857142857143333,32.79999999999998,23.33333333333333,22.27,14.41,22.27,14.41,63.7,1.1,0.192875,0.10245,0.08235,0.12155,0.1919429,0.16068329999999997,0.1529286,0.20256670000000002,299.512857143,300.154285714,299.592857143,300.278571429,296.041428571,296.651428571,301.8,302.3,298.0,298.7,43.72,28.4,81.4671428571,81.2814285714,17.4185714286,18.071428571400002,2.15714285714,2.01428571429,27.5571428571,28.3285714286,7.15714285714,6.514285714290001,31.7,33.9,21.7,24.4
sj,1990,30,1990-07-23,0.15056670000000003,0.1717,0.2269,0.2145571,16.48,299.55857142900004,299.635714286,295.96,301.8,297.1,42.53,80.7428571429,16.48,17.3414285714,2.0714285714300003,28.1142857143,6.3571428571399995,31.7,22.8,32.6,7,97.91999999999997,97.91999999999997,108.5,0.21168056666666668,0.15528333333333336,0.2400143,0.21605080000000002,299.57952380966685,299.6595238096665,296.1119047616667,301.8666666666666,297.46666666666664,42.38333333333333,81.45142857143333,17.499047619033334,2.214285714286666,27.93333333333334,6.8047619047599985,32.06666666666664,22.799999999999994,59.17,22.27,59.17,22.27,12.2,63.7,0.2916,0.192875,0.2118,0.08235,0.3012,0.1919429,0.2806667,0.1529286,299.667142857,299.512857143,299.75,299.592857143,296.33428571400003,296.041428571,302.0,301.8,297.3,298.0,40.9,43.72,82.1442857143,81.4671428571,17.7371428571,17.4185714286,2.41428571429,2.15714285714,28.1285714286,27.5571428571,6.9,7.15714285714,32.8,31.7,23.9,21.7
sj,1990,31,1990-07-30,0.15056670000000003,0.24715,0.3797,0.3813571,32.66,299.862857143,299.95,296.172857143,303.0,298.3,34.6,80.58428571430001,32.66,17.5942857143,2.58571428571,28.2428571429,8.08571428571,34.4,22.8,37.6,7,108.30999999999999,108.30999999999999,82.39999999999999,0.19757780000000003,0.2102166666666667,0.30260000000000004,0.29219363333333337,299.69619047633347,299.7785714286665,296.15571428566676,302.26666666666665,297.5666666666666,39.343333333333334,81.15714285716666,17.5576190476,2.3571428571433333,28.161904761933343,7.114285714283331,32.96666666666665,23.166666666666657,16.48,59.17,16.48,59.17,32.6,12.2,0.15056670000000003,0.2916,0.1717,0.2118,0.2269,0.3012,0.2145571,0.2806667,299.55857142900004,299.667142857,299.635714286,299.75,295.96,296.33428571400003,301.8,302.0,297.1,297.3,42.53,40.9,80.7428571429,82.1442857143,17.3414285714,17.7371428571,2.0714285714300003,2.41428571429,28.1142857143,28.1285714286,6.3571428571399995,6.9,31.7,32.8,22.8,23.9
sj,1990,32,1990-08-06,0.15056670000000003,0.06433333,0.16444289999999998,0.1388571,28.8,300.391428571,300.478571429,296.532857143,302.5,298.8,20.0,79.65,28.8,17.95,2.32857142857,28.2,7.55714285714,33.3,23.3,11.4,8,77.93999999999998,77.93999999999998,81.6,0.15056670000000003,0.16106111,0.2570143,0.24492376666666668,299.93761904766683,300.02142857166655,296.2219047620001,302.43333333333334,298.0666666666666,32.376666666666665,80.32571428573334,17.62857142856667,2.3285714285699997,28.185714285733344,7.333333333329999,33.13333333333331,22.966666666666658,32.66,16.48,32.66,16.48,37.6,32.6,0.15056670000000003,0.15056670000000003,0.24715,0.1717,0.3797,0.2269,0.3813571,0.2145571,299.862857143,299.55857142900004,299.95,299.635714286,296.172857143,295.96,303.0,301.8,298.3,297.1,34.6,42.53,80.58428571430001,80.7428571429,17.5942857143,17.3414285714,2.58571428571,2.0714285714300003,28.2428571429,28.1142857143,8.08571428571,6.3571428571399995,34.4,31.7,22.8,22.8
sj,1990,33,1990-08-13,0.15056670000000003,0.12803330000000002,0.2069571,0.16824289999999997,90.75,299.958571429,299.957142857,297.035714286,302.6,298.5,101.9,84.1785714286,90.75,18.5157142857,1.8571428571400002,28.0428571429,6.68571428571,32.8,22.8,44.7,8,152.21,152.21,93.69999999999999,0.15056670000000003,0.14650554333333335,0.2503666666666667,0.2294857,300.0709523810001,300.1285714286666,296.5804761906668,302.70000000000005,298.53333333333325,52.166666666666664,81.47095238096666,18.02,2.2571428571399994,28.161904761933346,7.442857142853332,33.49999999999998,22.966666666666658,28.8,32.66,28.8,32.66,11.4,37.6,0.15056670000000003,0.15056670000000003,0.06433333,0.24715,0.16444289999999998,0.3797,0.1388571,0.3813571,300.391428571,299.862857143,300.478571429,299.95,296.532857143,296.172857143,302.5,303.0,298.8,298.3,20.0,34.6,79.65,80.58428571430001,17.95,17.5942857143,2.32857142857,2.58571428571,28.2,28.2428571429,7.55714285714,8.08571428571,33.3,34.4,23.3,22.8
sj,1990,34,1990-08-20,0.1902333,0.1688,0.1676571,0.1722857,32.4,300.332857143,300.414285714,296.728571429,302.5,298.1,25.9,80.9471428571,32.4,18.1742857143,2.48571428571,28.342857142899998,7.014285714289999,33.3,23.3,5.4,8,151.95000000000002,151.95000000000002,61.49999999999999,0.16378890000000002,0.12038887666666669,0.17968569999999998,0.15979523333333331,300.2276190476668,300.28333333333325,296.7657142860001,302.53333333333336,298.46666666666664,49.26666666666667,81.59190476190001,18.213333333333335,2.223809523806666,28.195238095266678,7.085714285713331,33.133333333333304,23.133333333333326,90.75,28.8,90.75,28.8,44.7,11.4,0.15056670000000003,0.15056670000000003,0.12803330000000002,0.06433333,0.2069571,0.16444289999999998,0.16824289999999997,0.1388571,299.958571429,300.391428571,299.957142857,300.478571429,297.035714286,296.532857143,302.6,302.5,298.5,298.8,101.9,20.0,84.1785714286,79.65,18.5157142857,17.95,1.8571428571400002,2.32857142857,28.0428571429,28.2,6.68571428571,7.55714285714,32.8,33.3,22.8,23.3
sj,1990,35,1990-08-27,0.2529,0.33075,0.26417140000000006,0.2843143,40.94,300.11857142900004,300.221428571,297.017142857,302.2,298.7,39.8,83.3485714286,40.94,18.5157142857,1.9,28.657142857100002,6.52857142857,32.2,24.4,13.7,8,164.09,164.09,63.79999999999999,0.1979,0.20919443333333335,0.21292853333333336,0.20828096666666665,300.1366666670001,300.1976190473332,296.9271428573334,302.4333333333334,298.43333333333334,55.866666666666674,82.82476190476667,18.4019047619,2.0809523809499995,28.347619047633344,6.742857142856664,32.76666666666664,23.499999999999996,32.4,90.75,32.4,90.75,5.4,44.7,0.1902333,0.15056670000000003,0.1688,0.12803330000000002,0.1676571,0.2069571,0.1722857,0.16824289999999997,300.332857143,299.958571429,300.414285714,299.957142857,296.728571429,297.035714286,302.5,302.6,298.1,298.5,25.9,101.9,80.9471428571,84.1785714286,18.1742857143,18.5157142857,2.48571428571,1.8571428571400002,28.342857142899998,28.0428571429,7.014285714289999,6.68571428571,33.3,32.8,23.3,22.8
sj,1990,36,1990-09-03,0.2354,0.200025,0.2838167,0.2304429,28.86,300.53,300.635714286,296.11714285700003,303.8,298.0,30.4,77.1728571429,28.86,17.56,3.47142857143,28.3285714286,7.614285714289999,32.8,23.3,14.2,9,102.19999999999999,102.19999999999999,33.29999999999998,0.22617776666666664,0.23319166666666669,0.23854840000000002,0.2290143,300.3271428573334,300.42380952366653,296.6209523810001,302.83333333333337,298.26666666666665,32.03333333333334,80.48952380953335,18.083333333333332,2.619047619046666,28.442857142866675,7.052380952383331,32.76666666666664,23.66666666666666,40.94,32.4,40.94,32.4,13.7,5.4,0.2529,0.1902333,0.33075,0.1688,0.26417140000000006,0.1676571,0.2843143,0.1722857,300.11857142900004,300.332857143,300.221428571,300.414285714,297.017142857,296.728571429,302.2,302.5,298.7,298.1,39.8,25.9,83.3485714286,80.9471428571,18.5157142857,18.1742857143,1.9,2.48571428571,28.657142857100002,28.342857142899998,6.52857142857,7.014285714289999,32.2,33.3,24.4,23.3
sj,1990,37,1990-09-10,0.1279667,0.4371,0.1234,0.14828329999999998,64.56,300.674285714,300.792857143,297.19285714299997,302.9,299.0,24.18,81.55142857140001,64.56,18.7771428571,2.9,28.6857142857,8.05714285714,33.9,24.4,25.9,9,134.35999999999999,134.35999999999999,53.79999999999998,0.20542223333333332,0.322625,0.22379603333333334,0.2210135,300.44095238100005,300.5499999999999,296.77571428566677,302.9666666666667,298.56666666666666,31.460000000000008,80.69095238096669,18.28428571426667,2.7571428571433327,28.557142857133343,7.399999999999999,32.96666666666663,24.033333333333328,28.86,40.94,28.86,40.94,14.2,13.7,0.2354,0.2529,0.200025,0.33075,0.2838167,0.26417140000000006,0.2304429,0.2843143,300.53,300.11857142900004,300.635714286,300.221428571,296.11714285700003,297.017142857,303.8,302.2,298.0,298.7,30.4,39.8,77.1728571429,83.3485714286,17.56,18.5157142857,3.47142857143,1.9,28.3285714286,28.657142857100002,7.614285714289999,6.52857142857,32.8,32.2,23.3,24.4
sj,1990,38,1990-09-17,0.19635,0.1824333,0.2548286,0.3056857,143.73,299.857142857,299.9,296.43142857099997,301.7,298.7,36.6,81.6371428571,143.73,17.8928571429,1.74285714286,28.2428571429,8.114285714289998,32.8,23.9,3.3,9,237.14999999999998,237.14999999999998,43.39999999999998,0.1865722333333333,0.27318610000000004,0.2206817666666667,0.22813730000000002,300.35380952366677,300.4428571429999,296.58047619033346,302.8,298.5666666666666,30.39333333333334,80.1204761904667,18.076666666666668,2.7047619047633327,28.419047619066678,7.928571428573331,33.166666666666636,23.866666666666656,64.56,28.86,64.56,28.86,25.9,14.2,0.1279667,0.2354,0.4371,0.200025,0.1234,0.2838167,0.14828329999999998,0.2304429,300.674285714,300.53,300.792857143,300.635714286,297.19285714299997,296.11714285700003,302.9,303.8,299.0,298.0,24.18,30.4,81.55142857140001,77.1728571429,18.7771428571,17.56,2.9,3.47142857143,28.6857142857,28.3285714286,8.05714285714,7.614285714289999,33.9,32.8,24.4,23.3
sj,1990,39,1990-09-24,0.1161,0.2609,0.19944289999999998,0.24421669999999998,51.39,300.42714285700004,300.6,296.028571429,302.4,299.1,16.4,77.0485714286,51.39,17.4685714286,2.2571428571400003,28.342857142899998,7.72857142857,32.8,24.4,15.8,9,259.67999999999995,259.67999999999995,44.99999999999997,0.14680556666666664,0.2934777666666667,0.1925571666666667,0.23272856666666666,300.3195238093335,300.430952381,296.5509523810001,302.3333333333334,298.9333333333332,25.72666666666667,80.07904761903336,18.0461904762,2.2999999999999994,28.423809523833345,7.966666666666665,33.166666666666636,24.233333333333324,143.73,64.56,143.73,64.56,3.3,25.9,0.19635,0.1279667,0.1824333,0.4371,0.2548286,0.1234,0.3056857,0.14828329999999998,299.857142857,300.674285714,299.9,300.792857143,296.43142857099997,297.19285714299997,301.7,302.9,298.7,299.0,36.6,24.18,81.6371428571,81.55142857140001,17.8928571429,18.7771428571,1.74285714286,2.9,28.2428571429,28.6857142857,8.114285714289998,8.05714285714,32.8,33.9,23.9,24.4
